PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"24631345","WIDE AWAKE mediates the circadian timing of sleep onset","Liu S, Lamaze A, Liu Q, Tabuchi M, Yang Y, Fowler M, Bharadwaj R, Zhang J, Bedont J, Blackshaw S, Lloyd TE, Montell C, Sehgal A, Koh K, Wu MN.","Neuron. 2014 Apr 2;82(1):151-66. doi: 10.1016/j.neuron.2014.01.040. Epub 2014 Mar 13.","Liu S","Neuron","2014","2014/03/18","PMC3982794","NIHMS562547","10.1016/j.neuron.2014.01.040"
"24939987","PDF neuron firing phase-shifts key circadian activity neurons in Drosophila","Guo F, Cerullo I, Chen X, Rosbash M.","Elife. 2014 Jun 17;3:e02780. doi: 10.7554/eLife.02780.","Guo F","Elife","2014","2014/06/19","PMC4092873","","10.7554/eLife.02780"
"30344041","Molecular Interface of Neuronal Innate Immunity, Synaptic Vesicle Stabilization, and Presynaptic Homeostatic Plasticity","Harris N, Fetter RD, Brasier DJ, Tong A, Davis GW.","Neuron. 2018 Dec 5;100(5):1163-1179.e4. doi: 10.1016/j.neuron.2018.09.048. Epub 2018 Oct 18.","Harris N","Neuron","2018","2018/10/23","PMC6283688","NIHMS1508732","10.1016/j.neuron.2018.09.048"
"32463838","Dilp-2-mediated PI3-kinase activation coordinates reactivation of quiescent neuroblasts with growth of their glial stem cell niche","Yuan X, Sipe CW, Suzawa M, Bland ML, Siegrist SE.","PLoS Biol. 2020 May 28;18(5):e3000721. doi: 10.1371/journal.pbio.3000721. eCollection 2020 May.","Yuan X","PLoS Biol","2020","2020/05/29","PMC7282672","","10.1371/journal.pbio.3000721"
"32663220","PiVR: An affordable and versatile closed-loop platform to study unrestrained sensorimotor behavior","Tadres D, Louis M.","PLoS Biol. 2020 Jul 14;18(7):e3000712. doi: 10.1371/journal.pbio.3000712. eCollection 2020 Jul.","Tadres D","PLoS Biol","2020","2020/07/15","PMC7360024","","10.1371/journal.pbio.3000712"
"21378971","Optical quantal analysis of synaptic transmission in wild-type and rab3-mutant Drosophila motor axons","Peled ES, Isacoff EY.","Nat Neurosci. 2011 Apr;14(4):519-26. doi: 10.1038/nn.2767. Epub 2011 Mar 6.","Peled ES","Nat Neurosci","2011","2011/03/08","PMC7645962","NIHMS1638162","10.1038/nn.2767"
"19043409","The GABAergic anterior paired lateral neuron suppresses and is suppressed by olfactory learning","Liu X, Davis RL.","Nat Neurosci. 2009 Jan;12(1):53-9. doi: 10.1038/nn.2235. Epub 2008 Nov 30.","Liu X","Nat Neurosci","2009","2008/12/02","PMC2680707","NIHMS103092","10.1038/nn.2235"
"24991959","Central brain neurons expressing doublesex regulate female receptivity in Drosophila","Zhou C, Pan Y, Robinett CC, Meissner GW, Baker BS.","Neuron. 2014 Jul 2;83(1):149-63. doi: 10.1016/j.neuron.2014.05.038.","Zhou C","Neuron","2014","2014/07/04","","","10.1016/j.neuron.2014.05.038"
"25262493","Neural correlates of water reward in thirsty Drosophila","Lin S, Owald D, Chandra V, Talbot C, Huetteroth W, Waddell S.","Nat Neurosci. 2014 Nov;17(11):1536-42. doi: 10.1038/nn.3827. Epub 2014 Sep 28.","Lin S","Nat Neurosci","2014","2014/09/29","PMC4213141","EMS60285","10.1038/nn.3827"
"20957184","An integrated micro- and macroarchitectural analysis of the Drosophila brain by computer-assisted serial section electron microscopy","Cardona A, Saalfeld S, Preibisch S, Schmid B, Cheng A, Pulokas J, Tomancak P, Hartenstein V.","PLoS Biol. 2010 Oct 5;8(10):e1000502. doi: 10.1371/journal.pbio.1000502.","Cardona A","PLoS Biol","2010","2010/10/20","PMC2950124","","10.1371/journal.pbio.1000502"
"25358089","Identification of motor neurons and a mechanosensitive sensory neuron in the defecation circuitry of Drosophila larvae","Zhang W, Yan Z, Li B, Jan LY, Jan YN.","Elife. 2014 Oct 30;3:e03293. doi: 10.7554/eLife.03293.","Zhang W","Elife","2014","2014/10/31","PMC4244571","","10.7554/eLife.03293"
"28700946","SIFamide Translates Hunger Signals into Appetitive and Feeding Behavior in Drosophila","Martelli C, Pech U, Kobbenbring S, Pauls D, Bahl B, Sommer MV, Pooryasin A, Barth J, Arias CWP, Vassiliou C, Luna AJF, Poppinga H, Richter FG, Wegener C, Fiala A, Riemensperger T.","Cell Rep. 2017 Jul 11;20(2):464-478. doi: 10.1016/j.celrep.2017.06.043.","Martelli C","Cell Rep","2017","2017/07/13","","","10.1016/j.celrep.2017.06.043"
"32494708","Disrupting flight increases sleep and identifies a novel sleep-promoting pathway in Drosophila","Melnattur K, Zhang B, Shaw PJ.","Sci Adv. 2020 May 8;6(19):eaaz2166. doi: 10.1126/sciadv.aaz2166. eCollection 2020 May.","Melnattur K","Sci Adv","2020","2020/06/05","PMC7209998","","10.1126/sciadv.aaz2166"
"17220884","Notch signal organizes the Drosophila olfactory circuitry by diversifying the sensory neuronal lineages","Endo K, Aoki T, Yoda Y, Kimura K, Hama C.","Nat Neurosci. 2007 Feb;10(2):153-60. doi: 10.1038/nn1832. Epub 2007 Jan 14.","Endo K","Nat Neurosci","2007","2007/01/16","","","10.1038/nn1832"
"28803873","Neural Circuitry that Evokes Escape Behavior upon Activation of Nociceptive Sensory Neurons in Drosophila Larvae","Yoshino J, Morikawa RK, Hasegawa E, Emoto K.","Curr Biol. 2017 Aug 21;27(16):2499-2504.e3. doi: 10.1016/j.cub.2017.06.068. Epub 2017 Aug 10.","Yoshino J","Curr Biol","2017","2017/08/15","","","10.1016/j.cub.2017.06.068"
"35023828","Shallow neural networks trained to detect collisions recover features of visual loom-selective neurons","Zhou B, Li Z, Kim S, Lafferty J, Clark DA.","Elife. 2022 Jan 13;11:e72067. doi: 10.7554/eLife.72067.","Zhou B","Elife","2022","2022/01/13","PMC8849349","","10.7554/eLife.72067"
"22243747","Integrins regulate repulsion-mediated dendritic patterning of drosophila sensory neurons by restricting dendrites in a 2D space","Han C, Wang D, Soba P, Zhu S, Lin X, Jan LY, Jan YN.","Neuron. 2012 Jan 12;73(1):64-78. doi: 10.1016/j.neuron.2011.10.036.","Han C","Neuron","2012","2012/01/17","PMC3269260","NIHMS350849","10.1016/j.neuron.2011.10.036"
"31939737","A genetic, genomic, and computational resource for exploring neural circuit function","Davis FP, Nern A, Picard S, Reiser MB, Rubin GM, Eddy SR, Henry GL.","Elife. 2020 Jan 15;9:e50901. doi: 10.7554/eLife.50901.","Davis FP","Elife","2020","2020/01/16","PMC7034979","","10.7554/eLife.50901"
"28679796","The Ol(1)mpiad: concordance of behavioural faculties of stage 1 and stage 3 Drosophila larvae","Almeida-Carvalho MJ, Berh D, Braun A, Chen YC, Eichler K, Eschbach C, Fritsch PMJ, Gerber B, Hoyer N, Jiang X, Kleber J, Klämbt C, König C, Louis M, Michels B, Miroschnikow A, Mirth C, Miura D, Niewalda T, Otto N, Paisios E, Pankratz MJ, Petersen M, Ramsperger N, Randel N, Risse B, Saumweber T, Schlegel P, Schleyer M, Soba P, Sprecher SG, Tanimura T, Thum AS, Toshima N, Truman JW, Yarali A, Zlatic M.","J Exp Biol. 2017 Jul 1;220(Pt 13):2452-2475. doi: 10.1242/jeb.156646.","Almeida-Carvalho MJ","J Exp Biol","2017","2017/07/07","","","10.1242/jeb.156646"
"24853944","Wide-field feedback neurons dynamically tune early visual processing","Tuthill JC, Nern A, Rubin GM, Reiser MB.","Neuron. 2014 May 21;82(4):887-95. doi: 10.1016/j.neuron.2014.04.023.","Tuthill JC","Neuron","2014","2014/05/24","","","10.1016/j.neuron.2014.04.023"
"26637800","Heterosynaptic Plasticity Underlies Aversive Olfactory Learning in Drosophila","Hige T, Aso Y, Modi MN, Rubin GM, Turner GC.","Neuron. 2015 Dec 2;88(5):985-998. doi: 10.1016/j.neuron.2015.11.003.","Hige T","Neuron","2015","2015/12/06","PMC4674068","NIHMS736536","10.1016/j.neuron.2015.11.003"
"29528286","Nociceptive interneurons control modular motor pathways to promote escape behavior in Drosophila","Burgos A, Honjo K, Ohyama T, Qian CS, Shin GJ, Gohl DM, Silies M, Tracey WD, Zlatic M, Cardona A, Grueber WB.","Elife. 2018 Mar 12;7:e26016. doi: 10.7554/eLife.26016.","Burgos A","Elife","2018","2018/03/13","PMC5869015","","10.7554/eLife.26016"
"26279475","Multimodal Chemosensory Circuits Controlling Male Courtship in Drosophila","Clowney EJ, Iguchi S, Bussell JJ, Scheer E, Ruta V.","Neuron. 2015 Sep 2;87(5):1036-49. doi: 10.1016/j.neuron.2015.07.025. Epub 2015 Aug 13.","Clowney EJ","Neuron","2015","2015/08/18","PMC4560615","NIHMS712560","10.1016/j.neuron.2015.07.025"
"29887339","ER Lipid Defects in Neuropeptidergic Neurons Impair Sleep Patterns in Parkinson's Disease","Valadas JS, Esposito G, Vandekerkhove D, Miskiewicz K, Deaulmerie L, Raitano S, Seibler P, Klein C, Verstreken P.","Neuron. 2018 Jun 27;98(6):1155-1169.e6. doi: 10.1016/j.neuron.2018.05.022. Epub 2018 Jun 7.","Valadas JS","Neuron","2018","2018/06/12","","","10.1016/j.neuron.2018.05.022"
"31471123","A Neural Circuit Arbitrates between Persistence and Withdrawal in Hungry Drosophila","Sayin S, De Backer JF, Siju KP, Wosniack ME, Lewis LP, Frisch LM, Gansen B, Schlegel P, Edmondson-Stait A, Sharifi N, Fisher CB, Calle-Schuler SA, Lauritzen JS, Bock DD, Costa M, Jefferis GSXE, Gjorgjieva J, Grunwald Kadow IC.","Neuron. 2019 Nov 6;104(3):544-558.e6. doi: 10.1016/j.neuron.2019.07.028. Epub 2019 Aug 27.","Sayin S","Neuron","2019","2019/09/01","PMC6839618","","10.1016/j.neuron.2019.07.028"
"26674493","Drosophila Avoids Parasitoids by Sensing Their Semiochemicals via a Dedicated Olfactory Circuit","Ebrahim SA, Dweck HK, Stökl J, Hofferberth JE, Trona F, Weniger K, Rybak J, Seki Y, Stensmyr MC, Sachse S, Hansson BS, Knaden M.","PLoS Biol. 2015 Dec 16;13(12):e1002318. doi: 10.1371/journal.pbio.1002318. eCollection 2015 Dec.","Ebrahim SA","PLoS Biol","2015","2015/12/18","PMC4687525","","10.1371/journal.pbio.1002318"
"29943732","Disentangling the strings that organize behavior","Louis M, Simpson JH.","Elife. 2018 Jun 26;7:e38410. doi: 10.7554/eLife.38410.","Louis M","Elife","2018","2018/06/27","PMC6019065","","10.7554/eLife.38410"
"30939305","Behavior: Why Male Flies Sing Different Songs","Galili DS, Jefferis GSXE.","Curr Biol. 2019 Apr 1;29(7):R243-R245. doi: 10.1016/j.cub.2019.02.054.","Galili DS","Curr Biol","2019","2019/04/03","","","10.1016/j.cub.2019.02.054"
"30503644","Stromalin Constrains Memory Acquisition by Developmentally Limiting Synaptic Vesicle Pool Size","Phan A, Thomas CI, Chakraborty M, Berry JA, Kamasawa N, Davis RL.","Neuron. 2019 Jan 2;101(1):103-118.e5. doi: 10.1016/j.neuron.2018.11.003. Epub 2018 Nov 28.","Phan A","Neuron","2019","2018/12/04","PMC6318033","NIHMS1511782","10.1016/j.neuron.2018.11.003"
"30629594","Drosophila melanogaster cloak their eggs with pheromones, which prevents cannibalism","Narasimha S, Nagornov KO, Menin L, Mucciolo A, Rohwedder A, Humbel BM, Stevens M, Thum AS, Tsybin YO, Vijendravarma RK.","PLoS Biol. 2019 Jan 10;17(1):e2006012. doi: 10.1371/journal.pbio.2006012. eCollection 2019 Jan.","Narasimha S","PLoS Biol","2019","2019/01/11","PMC6328083","","10.1371/journal.pbio.2006012"
"31170139","CRL4Mahj E3 ubiquitin ligase promotes neural stem cell reactivation","Ly PT, Tan YS, Koe CT, Zhang Y, Xie G, Endow S, Deng WM, Yu F, Wang H.","PLoS Biol. 2019 Jun 6;17(6):e3000276. doi: 10.1371/journal.pbio.3000276. eCollection 2019 Jun.","Ly PT","PLoS Biol","2019","2019/06/07","PMC6553684","","10.1371/journal.pbio.3000276"
"21131955","ftz-f1 and Hr39 opposing roles on EcR expression during Drosophila mushroom body neuron remodeling","Boulanger A, Clouet-Redt C, Farge M, Flandre A, Guignard T, Fernando C, Juge F, Dura JM.","Nat Neurosci. 2011 Jan;14(1):37-44. doi: 10.1038/nn.2700. Epub 2010 Dec 5.","Boulanger A","Nat Neurosci","2011","2010/12/07","","","10.1038/nn.2700"
"27654876","Dscam1 Forms a Complex with Robo1 and the N-Terminal Fragment of Slit to Promote the Growth of Longitudinal Axons","Alavi M, Song M, King GL, Gillis T, Propst R, Lamanuzzi M, Bousum A, Miller A, Allen R, Kidd T.","PLoS Biol. 2016 Sep 21;14(9):e1002560. doi: 10.1371/journal.pbio.1002560. eCollection 2016 Sep.","Alavi M","PLoS Biol","2016","2016/09/23","PMC5031454","","10.1371/journal.pbio.1002560"
"31246996","Fully automated leg tracking of Drosophila neurodegeneration models reveals distinct conserved movement signatures","Wu S, Tan KJ, Govindarajan LN, Stewart JC, Gu L, Ho JWH, Katarya M, Wong BH, Tan EK, Li D, Claridge-Chang A, Libedinsky C, Cheng L, Aw SS.","PLoS Biol. 2019 Jun 27;17(6):e3000346. doi: 10.1371/journal.pbio.3000346. eCollection 2019 Jun.","Wu S","PLoS Biol","2019","2019/06/28","PMC6619818","","10.1371/journal.pbio.3000346"
"24991958","Ascending SAG neurons control sexual receptivity of Drosophila females","Feng K, Palfreyman MT, Häsemeyer M, Talsma A, Dickson BJ.","Neuron. 2014 Jul 2;83(1):135-48. doi: 10.1016/j.neuron.2014.05.017.","Feng K","Neuron","2014","2014/07/04","","","10.1016/j.neuron.2014.05.017"
"26928065","Circadian rhythms in neuronal activity propagate through output circuits","Cavey M, Collins B, Bertet C, Blau J.","Nat Neurosci. 2016 Apr;19(4):587-95. doi: 10.1038/nn.4263. Epub 2016 Feb 29.","Cavey M","Nat Neurosci","2016","2016/03/02","PMC5066395","NIHMS757971","10.1038/nn.4263"
"31112130","Neurogenetic dissection of the Drosophila lateral horn reveals major outputs, diverse behavioural functions, and interactions with the mushroom body","Dolan MJ, Frechter S, Bates AS, Dan C, Huoviala P, Roberts RJ, Schlegel P, Dhawan S, Tabano R, Dionne H, Christoforou C, Close K, Sutcliffe B, Giuliani B, Li F, Costa M, Ihrke G, Meissner GW, Bock DD, Aso Y, Rubin GM, Jefferis GS.","Elife. 2019 May 21;8:e43079. doi: 10.7554/eLife.43079.","Dolan MJ","Elife","2019","2019/05/22","PMC6529221","","10.7554/eLife.43079"
"26322925","Centrosomin represses dendrite branching by orienting microtubule nucleation","Yalgin C, Ebrahimi S, Delandre C, Yoong LF, Akimoto S, Tran H, Amikura R, Spokony R, Torben-Nielsen B, White KP, Moore AW.","Nat Neurosci. 2015 Oct;18(10):1437-45. doi: 10.1038/nn.4099. Epub 2015 Aug 31.","Yalgin C","Nat Neurosci","2015","2015/09/01","","","10.1038/nn.4099"
"29058674","Conserved neural circuit structure across Drosophila larval development revealed by comparative connectomics","Gerhard S, Andrade I, Fetter RD, Cardona A, Schneider-Mizell CM.","Elife. 2017 Oct 23;6:e29089. doi: 10.7554/eLife.29089.","Gerhard S","Elife","2017","2017/10/24","PMC5662290","","10.7554/eLife.29089"
"24991960","Four GABAergic interneurons impose feeding restraint in Drosophila","Pool AH, Kvello P, Mann K, Cheung SK, Gordon MD, Wang L, Scott K.","Neuron. 2014 Jul 2;83(1):164-77. doi: 10.1016/j.neuron.2014.05.006.","Pool AH","Neuron","2014","2014/07/04","PMC4092013","NIHMS593892","10.1016/j.neuron.2014.05.006"
"28343865","Regulatory Role of RNA Chaperone TDP-43 for RNA Misfolding and Repeat-Associated Translation in SCA31","Ishiguro T, Sato N, Ueyama M, Fujikake N, Sellier C, Kanegami A, Tokuda E, Zamiri B, Gall-Duncan T, Mirceta M, Furukawa Y, Yokota T, Wada K, Taylor JP, Pearson CE, Charlet-Berguerand N, Mizusawa H, Nagai Y, Ishikawa K.","Neuron. 2017 Apr 5;94(1):108-124.e7. doi: 10.1016/j.neuron.2017.02.046. Epub 2017 Mar 23.","Ishiguro T","Neuron","2017","2017/03/28","PMC5681996","NIHMS917750","10.1016/j.neuron.2017.02.046"
"28954223","Enclosure of Dendrites by Epidermal Cells Restricts Branching and Permits Coordinated Development of Spatially Overlapping Sensory Neurons","Tenenbaum CM, Misra M, Alizzi RA, Gavis ER.","Cell Rep. 2017 Sep 26;20(13):3043-3056. doi: 10.1016/j.celrep.2017.09.001.","Tenenbaum CM","Cell Rep","2017","2017/09/28","PMC5662031","NIHMS904483","10.1016/j.celrep.2017.09.001"
"29198754","Divergent Connectivity of Homologous Command-like Neurons Mediates Segment-Specific Touch Responses in Drosophila","Takagi S, Cocanougher BT, Niki S, Miyamoto D, Kohsaka H, Kazama H, Fetter RD, Truman JW, Zlatic M, Cardona A, Nose A.","Neuron. 2017 Dec 20;96(6):1373-1387.e6. doi: 10.1016/j.neuron.2017.10.030. Epub 2017 Nov 30.","Takagi S","Neuron","2017","2017/12/05","","","10.1016/j.neuron.2017.10.030"
"33021199","Optical control of ERK and AKT signaling promotes axon regeneration and functional recovery of PNS and CNS in Drosophila","Wang Q, Fan H, Li F, Skeeters SS, Krishnamurthy VV, Song Y, Zhang K.","Elife. 2020 Oct 6;9:e57395. doi: 10.7554/eLife.57395.","Wang Q","Elife","2020","2020/10/06","PMC7567606","","10.7554/eLife.57395"
"27093619","Chromatin Modulatory Proteins and Olfactory Receptor Signaling in the Refinement and Maintenance of Fruitless Expression in Olfactory Receptor Neurons","Hueston CE, Olsen D, Li Q, Okuwa S, Peng B, Wu J, Volkan PC.","PLoS Biol. 2016 Apr 19;14(4):e1002443. doi: 10.1371/journal.pbio.1002443. eCollection 2016 Apr.","Hueston CE","PLoS Biol","2016","2016/04/20","PMC4836687","","10.1371/journal.pbio.1002443"
"24561995","Making Drosophila lineage-restricted drivers via patterned recombination in neuroblasts","Awasaki T, Kao CF, Lee YJ, Yang CP, Huang Y, Pfeiffer BD, Luan H, Jing X, Huang YF, He Y, Schroeder MD, Kuzin A, Brody T, Zugates CT, Odenwald WF, Lee T.","Nat Neurosci. 2014 Apr;17(4):631-7. doi: 10.1038/nn.3654. Epub 2014 Feb 23.","Awasaki T","Nat Neurosci","2014","2014/02/25","","","10.1038/nn.3654"
"31659341","A neural mechanism for deprivation state-specific expression of relevant memories in Drosophila","Senapati B, Tsao CH, Juan YA, Chiu TH, Wu CL, Waddell S, Lin S.","Nat Neurosci. 2019 Dec;22(12):2029-2039. doi: 10.1038/s41593-019-0515-z. Epub 2019 Oct 28.","Senapati B","Nat Neurosci","2019","2019/10/30","PMC6885014","EMS84370","10.1038/s41593-019-0515-z"
"26237362","Cellular evidence for efference copy in Drosophila visuomotor processing","Kim AJ, Fitzgerald JK, Maimon G.","Nat Neurosci. 2015 Sep;18(9):1247-55. doi: 10.1038/nn.4083. Epub 2015 Aug 3.","Kim AJ","Nat Neurosci","2015","2015/08/04","PMC6327952","NIHMS992089","10.1038/nn.4083"
"19525942","Twin-spot MARCM to reveal the developmental origin and identity of neurons","Yu HH, Chen CH, Shi L, Huang Y, Lee T.","Nat Neurosci. 2009 Jul;12(7):947-53. doi: 10.1038/nn.2345. Epub 2009 Jun 14.","Yu HH","Nat Neurosci","2009","2009/06/16","PMC2701974","NIHMS111998","10.1038/nn.2345"
"28502656","Temporal Cohorts of Lineage-Related Neurons Perform Analogous Functions in Distinct Sensorimotor Circuits","Wreden CC, Meng JL, Feng W, Chi W, Marshall ZD, Heckscher ES.","Curr Biol. 2017 May 22;27(10):1521-1528.e4. doi: 10.1016/j.cub.2017.04.024. Epub 2017 May 11.","Wreden CC","Curr Biol","2017","2017/05/16","","","10.1016/j.cub.2017.04.024"
"30142146","Prd1 associates with the clathrin adaptor α-Adaptin and the kinesin-3 Imac/Unc-104 to govern dendrite pruning in Drosophila","Zong W, Wang Y, Tang Q, Zhang H, Yu F.","PLoS Biol. 2018 Aug 24;16(8):e2004506. doi: 10.1371/journal.pbio.2004506. eCollection 2018 Aug.","Zong W","PLoS Biol","2018","2018/08/25","PMC6126864","","10.1371/journal.pbio.2004506"
"39879130","Driver lines for studying associative learning in Drosophila","Shuai Y, Sammons M, Sterne GR, Hibbard KL, Yang H, Yang CP, Managan C, Siwanowicz I, Lee T, Rubin GM, Turner GC, Aso Y.","Elife. 2025 Jan 29;13:RP94168. doi: 10.7554/eLife.94168.","Shuai Y","Elife","2025","2025/01/29","PMC11778931","","10.7554/eLife.94168"
"30404015","Tools for Rapid High-Resolution Behavioral Phenotyping of Automatically Isolated Drosophila","Williamson WR, Peek MY, Breads P, Coop B, Card GM.","Cell Rep. 2018 Nov 6;25(6):1636-1649.e5. doi: 10.1016/j.celrep.2018.10.048.","Williamson WR","Cell Rep","2018","2018/11/08","","","10.1016/j.celrep.2018.10.048"
"30465650","Sensorimotor pathway controlling stopping behavior during chemotaxis in the Drosophila melanogaster larva","Tastekin I, Khandelwal A, Tadres D, Fessner ND, Truman JW, Zlatic M, Cardona A, Louis M.","Elife. 2018 Nov 22;7:e38740. doi: 10.7554/eLife.38740.","Tastekin I","Elife","2018","2018/11/23","PMC6264072","","10.7554/eLife.38740"
"25702582","Development of connectivity in a motoneuronal network in Drosophila larvae","Couton L, Mauss AS, Yunusov T, Diegelmann S, Evers JF, Landgraf M.","Curr Biol. 2015 Mar 2;25(5):568-76. doi: 10.1016/j.cub.2014.12.056. Epub 2015 Feb 19.","Couton L","Curr Biol","2015","2015/02/24","PMC4353686","","10.1016/j.cub.2014.12.056"
"30981533","Morning and Evening Circadian Pacemakers Independently Drive Premotor Centers via a Specific Dopamine Relay","Liang X, Ho MCW, Zhang Y, Li Y, Wu MN, Holy TE, Taghert PH.","Neuron. 2019 May 22;102(4):843-857.e4. doi: 10.1016/j.neuron.2019.03.028. Epub 2019 Apr 10.","Liang X","Neuron","2019","2019/04/15","PMC6533154","NIHMS1525381","10.1016/j.neuron.2019.03.028"
"17678856","Drosophila ebony activity is required in glia for the circadian regulation of locomotor activity","Suh J, Jackson FR.","Neuron. 2007 Aug 2;55(3):435-47. doi: 10.1016/j.neuron.2007.06.038.","Suh J","Neuron","2007","2007/08/07","PMC2034310","NIHMS28216","10.1016/j.neuron.2007.06.038"
"30307393","A complex peripheral code for salt taste in Drosophila","Jaeger AH, Stanley M, Weiss ZF, Musso PY, Chan RC, Zhang H, Feldman-Kiss D, Gordon MD.","Elife. 2018 Oct 11;7:e37167. doi: 10.7554/eLife.37167.","Jaeger AH","Elife","2018","2018/10/12","PMC6181562","","10.7554/eLife.37167"
"26439011","Odor-identity dependent motor programs underlie behavioral responses to odors","Jung SH, Hueston C, Bhandawat V.","Elife. 2015 Oct 6;4:e11092. doi: 10.7554/eLife.11092.","Jung SH","Elife","2015","2015/10/07","PMC4868540","","10.7554/eLife.11092"
"32391795","Temporal transcription factors determine circuit membership by permanently altering motor neuron-to-muscle synaptic partnerships","Meng JL, Wang Y, Carrillo RA, Heckscher ES.","Elife. 2020 May 11;9:e56898. doi: 10.7554/eLife.56898.","Meng JL","Elife","2020","2020/05/12","PMC7242025","","10.7554/eLife.56898"
"32640222","Social Behavioral Deficits with Loss of Neurofibromin Emerge from Peripheral Chemosensory Neuron Dysfunction","Moscato EH, Dubowy C, Walker JA, Kayser MS.","Cell Rep. 2020 Jul 7;32(1):107856. doi: 10.1016/j.celrep.2020.107856.","Moscato EH","Cell Rep","2020","2020/07/09","PMC7416787","NIHMS1612051","10.1016/j.celrep.2020.107856"
"25497433","Evolved differences in larval social behavior mediated by novel pheromones","Mast JD, De Moraes CM, Alborn HT, Lavis LD, Stern DL.","Elife. 2014 Dec 12;3:e04205. doi: 10.7554/eLife.04205.","Mast JD","Elife","2014","2014/12/16","PMC4270068","","10.7554/eLife.04205"
"31332373","A neural heading estimate is compared with an internal goal to guide oriented navigation","Green J, Vijayan V, Mussells Pires P, Adachi A, Maimon G.","Nat Neurosci. 2019 Sep;22(9):1460-1468. doi: 10.1038/s41593-019-0444-x. Epub 2019 Jul 22.","Green J","Nat Neurosci","2019","2019/07/24","PMC7688015","NIHMS1531025","10.1038/s41593-019-0444-x"
"23055825","Embryonic origin of olfactory circuitry in Drosophila: contact and activity-mediated interactions pattern connectivity in the antennal lobe","Prieto-Godino LL, Diegelmann S, Bate M.","PLoS Biol. 2012;10(10):e1001400. doi: 10.1371/journal.pbio.1001400. Epub 2012 Oct 2.","Prieto-Godino LL","PLoS Biol","2012","2012/10/12","PMC3462790","","10.1371/journal.pbio.1001400"
"27161526","Functional PDF Signaling in the Drosophila Circadian Neural Circuit Is Gated by Ral A-Dependent Modulation","Klose M, Duvall L, Li W, Liang X, Ren C, Steinbach JH, Taghert PH.","Neuron. 2016 May 18;90(4):781-794. doi: 10.1016/j.neuron.2016.04.002. Epub 2016 May 5.","Klose M","Neuron","2016","2016/05/11","PMC4873338","NIHMS776600","10.1016/j.neuron.2016.04.002"
"27710784","Direct Measurement of Correlation Responses in Drosophila Elementary Motion Detectors Reveals Fast Timescale Tuning","Salazar-Gatzimas E, Chen J, Creamer MS, Mano O, Mandel HB, Matulis CA, Pottackal J, Clark DA.","Neuron. 2016 Oct 5;92(1):227-239. doi: 10.1016/j.neuron.2016.09.017.","Salazar-Gatzimas E","Neuron","2016","2016/10/07","PMC5097865","NIHMS816598","10.1016/j.neuron.2016.09.017"
"16880123","Identification of E2/E3 ubiquitinating enzymes and caspase activity regulating Drosophila sensory neuron dendrite pruning","Kuo CT, Zhu S, Younger S, Jan LY, Jan YN.","Neuron. 2006 Aug 3;51(3):283-90. doi: 10.1016/j.neuron.2006.07.014.","Kuo CT","Neuron","2006","2006/08/02","","","10.1016/j.neuron.2006.07.014"
"26926907","Glial and neuronal Semaphorin signaling instruct the development of a functional myotopic map for Drosophila walking","Syed DS, Gowda SB, Reddy OV, Reichert H, VijayRaghavan K.","Elife. 2016 Feb 29;5:e11572. doi: 10.7554/eLife.11572.","Syed DS","Elife","2016","2016/03/02","PMC4805548","","10.7554/eLife.11572"
"26586183","Convergence, Divergence, and Reconvergence in a Feedforward Network Improves Neural Speed and Accuracy","Jeanne JM, Wilson RI.","Neuron. 2015 Dec 2;88(5):1014-1026. doi: 10.1016/j.neuron.2015.10.018. Epub 2015 Nov 12.","Jeanne JM","Neuron","2015","2015/11/21","PMC5488793","NIHMS730886","10.1016/j.neuron.2015.10.018"
"22243748","Integrins establish dendrite-substrate relationships that promote dendritic self-avoidance and patterning in drosophila sensory neurons","Kim ME, Shrestha BR, Blazeski R, Mason CA, Grueber WB.","Neuron. 2012 Jan 12;73(1):79-91. doi: 10.1016/j.neuron.2011.10.033.","Kim ME","Neuron","2012","2012/01/17","PMC3470655","NIHMS346615","10.1016/j.neuron.2011.10.033"
"17224397","Semaphorin directs axon traffic in the fly olfactory system","Bashaw GJ.","Neuron. 2007 Jan 18;53(2):157-9. doi: 10.1016/j.neuron.2007.01.002.","Bashaw GJ","Neuron","2007","2007/01/17","","","10.1016/j.neuron.2007.01.002"
"25362474","A genetically specified connectomics approach applied to long-range feeding regulatory circuits","Atasoy D, Betley JN, Li WP, Su HH, Sertel SM, Scheffer LK, Simpson JH, Fetter RD, Sternson SM.","Nat Neurosci. 2014 Dec;17(12):1830-9. doi: 10.1038/nn.3854. Epub 2014 Nov 2.","Atasoy D","Nat Neurosci","2014","2014/11/03","PMC4292906","NIHMS633748","10.1038/nn.3854"
"27145127","Neuropeptides Modulate Female Chemosensory Processing upon Mating in Drosophila","Hussain A, Üçpunar HK, Zhang M, Loschek LF, Grunwald Kadow IC.","PLoS Biol. 2016 May 4;14(5):e1002455. doi: 10.1371/journal.pbio.1002455. eCollection 2016 May.","Hussain A","PLoS Biol","2016","2016/05/05","PMC4856363","","10.1371/journal.pbio.1002455"
